data,chuva_mm,vazao,temp_media,temp_max,temp_min,umidade_media,vento_medio,chuva_3d,chuva_7d,chuva_14d,chuva_30d,api_7d,api_30d,vazao_lag1,vazao_lag2,chuva_lag1,chuva_lag2,target
1997-01-03,58.1,17.97,19.3,20.1,18.2,94.3,1.2,79.0,79.0,79.0,79.0,17.764999999999997,18.81,12.52,11.25,20.9,0.0,28.85
1997-01-04,20.4,28.85,20.0,21.3,18.7,93.3,0.7,99.4,99.4,99.4,99.4,64.48525,69.219,17.97,12.52,58.1,20.9,33.67
1997-01-05,10.2,33.67,21.1,25.0,19.2,92.3,0.7,88.69999999999999,109.6,109.6,109.6,72.1524625,80.65710000000001,28.85,17.97,20.4,58.1,32.81
1997-01-06,5.2,32.81,21.5,25.4,19.2,92.0,1.0,35.8,114.8,114.8,114.8,69.99959312499999,81.77139000000001,33.67,28.85,10.2,20.4,30.41
1997-01-07,0.0,30.41,23.7,29.7,19.6,81.3,1.5,15.399999999999999,114.8,114.8,114.8,63.91965415624999,78.27425099999999,32.81,33.67,5.2,10.2,26.16
1997-01-08,0.0,26.16,24.5,29.3,20.3,81.3,2.2,5.2,114.8,114.8,114.8,54.33170603281249,70.44682590000001,30.41,32.81,0.0,5.2,21.91
1997-01-09,0.0,21.91,23.4,28.7,20.2,86.5,1.5,0.0,93.9,114.8,114.8,46.181950127890616,63.40214331,26.16,30.41,0.0,0.0,18.45
1997-01-10,0.0,18.45,24.8,30.7,19.2,80.5,1.2,0.0,35.8,114.8,114.8,33.55960563539062,57.06192897900001,21.91,26.16,0.0,0.0,15.6
1997-01-11,0.0,15.6,25.2,30.1,20.6,79.0,1.6,0.0,15.399999999999999,114.8,114.8,12.693965285312498,51.355736081100005,18.45,21.91,0.0,0.0,13.49
1997-01-12,0.0,13.49,24.4,31.5,20.8,79.8,1.4,0.0,5.2,114.8,114.8,5.231063781718749,46.22016247299001,15.6,18.45,0.0,0.0,11.71
1997-01-13,4.9,11.71,22.9,28.9,19.4,86.8,1.0,4.9,4.9,119.7,119.7,1.6670008590624996,41.59814622569101,13.49,15.6,0.0,0.0,10.99
1997-01-14,0.0,10.99,22.3,26.2,19.4,86.0,1.0,4.9,4.9,119.7,119.7,4.165,41.84833160312191,11.71,13.49,4.9,0.0,11.39
1997-01-15,0.0,11.39,25.8,31.7,19.4,80.0,1.5,4.9,4.9,119.7,119.7,3.54025,37.66349844280972,10.99,11.71,0.0,4.9,9.64
1997-01-16,0.0,9.64,24.4,28.3,21.2,86.5,1.2,0.0,4.9,98.80000000000001,119.7,3.0092125,33.89714859852875,11.39,10.99,0.0,0.0,8.95
1997-01-17,9.5,8.95,22.8,28.7,19.7,81.3,1.6,9.5,14.4,50.2,129.2,2.557830625,30.507433738675875,9.64,11.39,0.0,0.0,10.53
1997-01-18,0.0,10.53,22.4,26.4,18.6,87.0,1.2,9.5,14.4,29.8,129.2,10.24915603125,36.006690364808286,8.95,9.64,9.5,0.0,9.67
1997-01-19,10.2,9.67,23.4,28.5,20.7,85.3,1.1,19.7,24.6,29.8,139.4,8.7117826265625,32.406021328327455,10.53,8.95,0.0,9.5,10.07
1997-01-20,0.0,10.07,23.3,29.3,20.0,83.8,1.1,10.2,19.700000000000003,24.6,139.4,16.075015232578124,38.34541919549471,9.67,10.53,10.2,0.0,10.72
1997-01-21,10.2,10.72,23.5,28.1,20.0,82.5,1.4,20.4,29.9,34.8,149.6,12.328559374999998,34.51087727594524,10.07,9.67,0.0,10.2,9.5
1997-01-22,0.0,9.5,25.3,30.3,20.1,84.5,1.5,10.2,29.9,34.8,149.6,19.149275468749998,40.23978954835073,10.72,10.07,10.2,0.0,8.04
1997-01-23,0.0,8.04,25.0,29.7,20.9,79.0,1.1,10.2,29.9,34.8,149.6,16.276884148437496,36.21581059351565,9.5,10.72,0.0,10.2,6.59
1997-01-24,0.0,6.59,24.9,30.4,20.6,76.0,2.0,0.0,20.4,34.8,149.6,13.835351526171873,32.594229534164086,8.04,9.5,0.0,0.0,5.52
1997-01-25,0.0,5.52,24.8,29.5,20.4,76.8,2.3,0.0,20.4,34.8,149.6,9.171388809374998,29.334806580747678,6.59,8.04,0.0,0.0,5.59
1997-01-26,0.0,5.59,23.5,27.6,21.2,82.3,2.3,0.0,10.2,34.8,149.6,7.795680487968748,26.40132592267291,5.52,6.59,0.0,0.0,4.81
1997-01-27,0.0,4.81,23.1,27.9,20.4,80.8,2.8,0.0,10.2,29.9,149.6,3.846925059374999,23.761193330405614,5.59,5.52,0.0,0.0,4.53
1997-01-28,0.0,4.53,22.6,26.5,19.9,74.5,2.9,0.0,0.0,29.9,149.6,3.269886300468749,21.385073997365055,4.81,5.59,0.0,0.0,3.7
1997-01-29,0.0,3.7,23.7,28.0,20.0,78.0,2.0,0.0,0.0,29.9,149.6,0.0,19.246566597628554,4.53,4.81,0.0,0.0,3.59
1997-01-30,0.0,3.59,24.0,28.5,20.4,78.5,2.2,0.0,0.0,29.9,149.6,0.0,17.321909937865698,3.7,4.53,0.0,0.0,4.64
1997-01-31,0.0,4.64,21.5,26.4,18.6,87.0,1.1,0.0,0.0,20.4,149.6,0.0,15.589718944079127,3.59,3.7,0.0,0.0,4.43
1997-02-01,0.0,4.43,21.8,27.4,18.4,80.5,1.3,0.0,0.0,20.4,128.7,0.0,14.030747049671216,4.64,3.59,0.0,0.0,4.19
1997-02-02,0.0,4.19,21.8,25.8,18.8,88.3,1.7,0.0,0.0,10.2,70.6,0.0,11.83029465754728,4.43,4.64,0.0,0.0,4.62
1997-02-03,0.0,4.62,24.3,29.1,19.2,80.0,1.9,0.0,0.0,10.2,50.2,0.0,8.430631525581493,4.19,4.43,0.0,0.0,3.84
1997-02-04,0.0,3.84,23.8,28.3,20.2,78.0,2.0,0.0,0.0,0.0,40.0,0.0,6.809266707090374,4.62,4.19,0.0,0.0,3.03
1997-02-05,0.0,3.03,23.2,28.1,19.2,74.0,2.2,0.0,0.0,0.0,34.8,0.0,5.739189203414851,3.84,4.62,0.0,0.0,2.4
1997-02-06,0.0,2.4,23.3,27.4,19.0,79.0,2.9,0.0,0.0,0.0,34.8,0.0,4.966879662345354,3.03,3.84,0.0,0.0,1.97
1997-02-07,0.0,1.97,24.3,28.9,19.6,77.5,1.7,0.0,0.0,0.0,34.8,0.0,4.4701916961108195,2.4,3.03,0.0,0.0,1.72
1997-02-08,0.0,1.72,24.0,28.9,19.8,74.5,2.6,0.0,0.0,0.0,34.8,0.0,4.023172526499738,1.97,2.4,0.0,0.0,1.53
1997-02-09,0.0,1.53,23.8,28.2,20.2,75.8,2.6,0.0,0.0,0.0,34.8,0.0,3.620855273849764,1.72,1.97,0.0,0.0,1.44
1997-02-10,0.0,1.44,23.7,28.5,19.0,75.8,3.0,0.0,0.0,0.0,34.8,0.0,3.2587697464647873,1.53,1.72,0.0,0.0,1.44
1997-02-11,0.0,1.44,23.2,28.5,19.2,76.3,2.3,0.0,0.0,0.0,34.8,0.0,2.9328927718183087,1.44,1.53,0.0,0.0,1.44
1997-02-12,0.0,1.44,22.6,28.5,19.3,76.3,2.1,0.0,0.0,0.0,29.9,0.0,2.6396034946364777,1.44,1.44,0.0,0.0,1.44
1997-02-13,0.0,1.44,22.9,27.7,18.8,62.8,1.8,0.0,0.0,0.0,29.9,0.0,2.1886981371791268,1.44,1.44,0.0,0.0,1.4
1997-02-14,0.0,1.4,23.9,29.7,19.0,59.5,1.9,0.0,0.0,0.0,29.9,0.0,1.969828323461214,1.44,1.44,0.0,0.0,1.4
1997-02-15,0.0,1.4,24.0,28.9,20.1,61.8,1.3,0.0,0.0,0.0,29.9,0.0,1.7728454911150924,1.4,1.44,0.0,0.0,1.4
1997-02-16,0.0,1.4,24.4,30.5,20.0,59.3,0.3,0.0,0.0,0.0,20.4,0.0,1.5955609420035834,1.4,1.4,0.0,0.0,1.4
1997-02-17,0.0,1.4,24.7,29.8,20.8,66.3,2.2,0.0,0.0,0.0,20.4,0.0,1.0735604445501261,1.4,1.4,0.0,0.0,1.44
1997-02-18,0.0,1.44,25.0,29.7,20.4,60.0,2.3,0.0,0.0,0.0,10.2,0.0,0.9662044000951137,1.4,1.4,0.0,0.0,1.4
1997-02-19,0.0,1.4,24.9,29.9,20.8,60.8,2.1,0.0,0.0,0.0,10.2,0.0,0.4804331271191173,1.44,1.4,0.0,0.0,1.4
1997-02-20,0.0,1.4,25.4,30.2,20.8,60.5,2.3,0.0,0.0,0.0,0.0,0.0,0.4323898144072056,1.4,1.44,0.0,0.0,1.38
1997-02-21,0.0,1.38,25.5,31.5,21.0,55.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,1.38
1997-02-22,0.0,1.38,25.4,31.1,21.4,57.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.4,0.0,0.0,1.38
1997-02-23,0.0,1.38,25.5,31.6,21.9,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38,0.0,0.0,1.65
1997-02-24,0.0,1.65,23.1,30.2,20.0,78.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38,0.0,0.0,3.19
1997-02-25,0.0,3.19,24.1,28.1,19.8,68.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.38,0.0,0.0,5.12
1997-02-26,0.0,5.12,24.0,28.5,20.2,73.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.65,0.0,0.0,7.18
1997-02-27,0.0,7.18,21.3,24.1,19.6,92.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.12,3.19,0.0,0.0,8.18
1997-02-28,12.3,8.18,20.6,22.2,19.0,94.3,1.2,12.3,12.3,12.3,12.3,0.0,0.0,7.18,5.12,0.0,0.0,9.0
1997-03-01,0.0,9.0,21.8,26.1,19.8,83.3,1.1,12.3,12.3,12.3,12.3,10.455,11.07,8.18,7.18,12.3,0.0,12.46
1997-03-02,9.5,12.46,20.0,23.1,18.6,91.8,0.8,21.8,21.8,21.8,21.8,8.88675,9.963000000000001,9.0,8.18,0.0,12.3,18.59
1997-03-03,14.9,18.59,21.7,25.7,18.8,87.3,5.3,24.4,36.7,36.7,36.7,15.6287375,17.5167,12.46,9.0,9.5,0.0,22.93
1997-03-04,8.7,22.93,22.1,26.1,18.8,80.0,1.1,33.1,45.4,45.4,45.4,25.949426874999997,29.17503,18.59,12.46,14.9,9.5,21.54
1997-03-05,0.0,21.54,22.1,24.8,19.8,84.0,1.1,23.6,45.4,45.4,45.4,29.452012843749998,34.087527,22.93,18.59,8.7,14.9,20.48
1997-03-06,0.0,20.48,22.9,27.3,20.8,78.5,1.6,8.7,45.4,45.4,45.4,25.034210917187497,30.6787743,21.54,22.93,0.0,8.7,18.82
1997-03-07,10.5,18.82,23.0,27.3,20.0,74.5,0.7,10.5,43.599999999999994,55.9,55.9,21.27907927960937,27.610896870000005,20.48,21.54,0.0,0.0,15.9
1997-03-08,0.0,15.9,23.5,28.1,19.2,61.0,0.5,10.5,43.599999999999994,55.9,55.9,23.660583929687498,34.299807183000006,18.82,20.48,10.5,0.0,13.42
1997-03-09,0.0,13.42,22.8,26.6,19.2,68.3,2.3,10.5,34.099999999999994,55.9,55.9,20.11149634023437,30.8698264647,15.9,18.82,0.0,10.5,11.53
1997-03-10,0.0,11.53,22.9,27.7,20.0,58.0,1.8,0.0,19.199999999999996,55.9,55.9,14.506111901328122,27.782843818230006,13.42,15.9,0.0,0.0,9.52
1997-03-11,0.0,9.52,22.9,26.6,19.0,67.0,2.0,0.0,10.5,55.9,55.9,8.270086293046873,25.004559436407003,11.53,13.42,0.0,0.0,7.81
1997-03-12,0.0,7.81,23.6,29.5,19.2,61.5,1.1,0.0,10.5,55.9,55.9,4.65890578125,22.504103492766305,9.52,11.53,0.0,0.0,6.74
1997-03-13,0.0,6.74,22.6,30.0,18.6,72.5,1.4,0.0,10.5,55.9,55.9,3.9600699140624993,20.253693143489674,7.81,9.52,0.0,0.0,6.28
1997-03-14,0.0,6.28,23.6,28.3,19.2,68.5,1.6,0.0,0.0,43.599999999999994,55.9,3.3660594269531243,18.228323829140706,6.74,7.81,0.0,0.0,7.18
1997-03-15,0.0,7.18,22.3,27.6,20.1,81.5,0.9,0.0,0.0,43.599999999999994,55.9,0.0,16.405491446226637,6.28,6.74,0.0,0.0,8.1
1997-03-16,11.8,8.1,22.5,27.7,19.6,85.8,1.0,11.8,11.8,45.9,67.7,0.0,14.764942301603973,7.18,6.28,0.0,0.0,10.04
1997-03-17,6.9,10.04,22.1,25.9,19.0,75.8,1.7,18.700000000000003,18.700000000000003,37.9,74.6,10.030000000000001,23.90844807144358,8.1,7.18,11.8,0.0,9.19
1997-03-18,0.0,9.19,21.4,24.9,18.0,72.3,2.1,18.700000000000003,18.700000000000003,29.200000000000003,74.6,14.3905,27.72760326429922,10.04,8.1,6.9,11.8,7.81
1997-03-19,0.0,7.81,21.9,25.7,18.6,69.8,2.6,6.9,18.700000000000003,29.200000000000003,74.6,12.231925,24.9548429378693,9.19,10.04,0.0,6.9,6.53
1997-03-20,0.0,6.53,22.0,26.5,18.8,73.3,1.7,0.0,18.700000000000003,29.200000000000003,74.6,10.397136249999999,22.45935864408237,7.81,9.19,0.0,0.0,6.41
1997-03-21,0.0,6.41,22.3,27.7,18.0,69.3,1.5,0.0,18.700000000000003,18.700000000000003,74.6,8.8375658125,20.213422779674133,6.53,7.81,0.0,0.0,5.97
1997-03-22,0.0,5.97,21.6,26.9,17.2,68.3,1.0,0.0,18.700000000000003,18.700000000000003,74.6,7.511930940625,18.19208050170672,6.41,6.53,0.0,0.0,4.85
1997-03-23,0.0,4.85,23.1,27.9,18.3,62.5,2.4,0.0,6.9,18.700000000000003,74.6,6.385141299531249,16.37287245153605,5.97,6.41,0.0,0.0,3.79
1997-03-24,0.0,3.79,24.5,30.1,19.2,59.8,1.8,0.0,0.0,18.700000000000003,74.6,2.2119819091406248,14.735585206382446,4.85,5.97,0.0,0.0,3.29
1997-03-25,0.0,3.29,22.8,27.1,19.8,70.8,1.2,0.0,0.0,18.700000000000003,74.6,0.0,13.262026685744202,3.79,4.85,0.0,0.0,4.5
1997-03-26,0.0,4.5,21.9,27.0,18.0,61.8,2.2,0.0,0.0,18.700000000000003,74.6,0.0,11.93582401716978,3.29,3.79,0.0,0.0,3.62
1997-03-27,0.0,3.62,20.7,24.5,17.2,70.8,1.7,0.0,0.0,18.700000000000003,74.6,0.0,10.742241615452802,4.5,3.29,0.0,0.0,2.81
1997-03-28,0.0,2.81,20.0,23.6,17.0,72.8,2.2,0.0,0.0,18.700000000000003,74.6,0.0,9.668017453907524,3.62,4.5,0.0,0.0,3.03
1997-03-29,0.0,3.03,17.6,19.8,16.5,90.3,1.8,0.0,0.0,18.700000000000003,74.6,0.0,8.70121570851677,2.81,3.62,0.0,0.0,6.24
1997-03-30,0.0,6.24,18.7,20.7,15.9,84.5,1.5,0.0,0.0,6.9,62.300000000000004,0.0,7.831094137665094,3.03,2.81,0.0,0.0,7.28
1997-03-31,0.0,7.28,19.9,22.3,17.2,84.3,2.3,0.0,0.0,0.0,62.3,0.0,6.5787146017919405,6.24,3.03,0.0,0.0,7.0
1997-04-01,0.0,7.0,22.4,26.5,18.4,77.8,1.5,0.0,0.0,0.0,52.8,0.0,5.920843141612747,7.28,6.24,0.0,0.0,7.09
1997-04-02,16.1,7.09,21.2,24.8,18.0,91.5,0.9,16.1,16.1,16.1,54.0,0.0,4.966314424198374,7.0,7.28,0.0,0.0,6.59
1997-04-03,0.0,6.59,23.0,29.2,18.0,69.0,1.1,16.1,16.1,16.1,45.300000000000004,13.685,18.391217549307893,7.09,7.0,16.1,0.0,6.19
1997-04-04,0.0,6.19,23.7,30.1,18.0,68.0,0.6,16.1,16.1,16.1,45.300000000000004,11.632249999999999,16.220173025082158,6.59,7.09,0.0,16.1,5.87
1997-04-05,0.0,5.87,24.9,31.3,18.9,62.0,1.2,0.0,16.1,16.1,45.300000000000004,9.8874125,14.598155722573942,6.19,6.59,0.0,0.0,4.75
1997-04-06,0.0,4.75,23.0,27.5,20.4,73.5,1.2,0.0,16.1,16.1,34.800000000000004,8.404300625,13.138340150316548,5.87,6.19,0.0,0.0,3.97
1997-04-07,0.0,3.97,20.2,24.2,18.2,74.8,2.7,0.0,16.1,16.1,34.800000000000004,7.143655531249999,11.423909689584102,4.75,5.87,0.0,0.0,3.22
1997-04-08,0.0,3.22,19.7,23.8,15.8,69.3,1.6,0.0,16.1,16.1,34.800000000000004,6.072107201562499,10.281518720625689,3.97,4.75,0.0,0.0,2.44
1997-04-09,0.0,2.44,19.7,24.3,15.2,59.8,2.5,0.0,0.0,16.1,34.800000000000004,5.161291121328124,9.253366848563122,3.22,3.97,0.0,0.0,1.94
1997-04-10,0.0,1.94,19.7,24.0,15.0,57.3,2.0,0.0,0.0,16.1,34.800000000000004,0.0,8.32803016370681,2.44,3.22,0.0,0.0,1.69
1997-04-11,0.0,1.69,19.7,23.2,15.4,65.0,1.2,0.0,0.0,16.1,34.800000000000004,0.0,7.495227147336129,1.94,2.44,0.0,0.0,1.62
1997-04-12,0.0,1.62,20.6,25.3,14.8,59.5,1.1,0.0,0.0,16.1,34.800000000000004,0.0,6.745704432602516,1.69,1.94,0.0,0.0,1.59
1997-04-13,0.0,1.59,21.6,28.2,16.2,56.5,1.5,0.0,0.0,16.1,34.800000000000004,0.0,6.071133989342264,1.62,1.69,0.0,0.0,1.59
1997-04-14,0.0,1.59,22.8,28.5,17.2,60.8,1.3,0.0,0.0,16.1,34.800000000000004,0.0,5.464020590408039,1.59,1.62,0.0,0.0,1.59
1997-04-15,0.0,1.59,22.5,27.3,19.0,63.5,1.5,0.0,0.0,16.1,23.0,0.0,4.917618531367234,1.59,1.59,0.0,0.0,1.56
1997-04-16,0.0,1.56,21.7,26.1,18.8,67.8,2.2,0.0,0.0,0.0,16.1,0.0,3.9756625773477148,1.59,1.59,0.0,0.0,1.56
1997-04-17,0.0,1.56,21.3,25.9,18.2,65.0,1.5,0.0,0.0,0.0,16.1,0.0,3.3148472267238502,1.56,1.59,0.0,0.0,1.56
1997-04-18,0.0,1.56,21.7,26.1,17.8,57.3,1.1,0.0,0.0,0.0,16.1,0.0,2.983362504051465,1.56,1.56,0.0,0.0,1.56
1997-04-19,0.0,1.56,21.4,25.7,18.8,75.8,1.1,0.0,0.0,0.0,16.1,0.0,2.685026253646319,1.56,1.56,0.0,0.0,1.56
1997-04-20,0.0,1.56,22.3,27.8,18.2,71.0,0.4,0.0,0.0,0.0,16.1,0.0,2.416523628281687,1.56,1.56,0.0,0.0,1.69
1997-04-21,10.4,1.69,20.1,23.1,18.0,88.5,1.0,10.4,10.4,10.4,26.5,0.0,2.1748712654535187,1.56,1.56,0.0,0.0,2.06
1997-04-22,9.3,2.06,21.5,27.5,16.2,69.8,1.2,19.700000000000003,19.700000000000003,19.700000000000003,35.800000000000004,8.84,11.317384138908167,1.69,1.56,10.4,0.0,3.16
1997-04-23,0.0,3.16,19.6,26.5,16.7,77.3,1.8,19.700000000000003,19.700000000000003,19.700000000000003,35.800000000000004,15.419,18.555645725017353,2.06,1.69,9.3,10.4,3.69
1997-04-24,8.2,3.69,21.2,27.2,15.8,69.5,1.1,17.5,27.9,27.9,44.0,13.10615,16.70008115251562,3.16,2.06,0.0,9.3,2.97
1997-04-25,0.0,2.97,21.9,27.5,16.8,64.0,1.5,8.2,27.9,27.9,44.0,18.110227499999997,22.410073037264056,3.69,3.16,8.2,0.0,2.18
1997-04-26,0.0,2.18,22.1,28.1,16.6,64.3,1.0,8.2,27.9,27.9,44.0,15.393693374999998,20.16906573353765,2.97,3.69,0.0,8.2,1.97
1997-04-27,0.0,1.97,22.3,28.6,18.6,74.3,1.1,0.0,27.9,27.9,44.0,13.084639368749999,18.152159160183885,2.18,2.97,0.0,0.0,2.53
1997-04-28,0.0,2.53,20.9,25.3,17.0,77.8,1.4,0.0,17.5,27.9,44.0,11.121943463437496,16.336943244165496,1.97,2.18,0.0,0.0,2.25
1997-04-29,27.9,2.25,21.9,27.3,17.6,71.0,1.2,27.9,36.099999999999994,55.8,71.9,6.619750483515624,14.703248919748948,2.53,1.97,0.0,0.0,1.9
1997-04-30,0.0,1.9,22.8,28.1,18.0,61.8,1.8,27.9,36.099999999999994,55.8,71.9,26.807626028125,38.342924027774046,2.25,2.53,27.9,0.0,1.72
1997-05-01,0.0,1.72,21.8,26.0,18.6,66.3,1.5,27.9,27.899999999999995,55.8,71.9,22.786482123906246,34.508631624996646,1.9,2.25,0.0,27.9,1.62
1997-05-02,0.0,1.62,22.4,27.6,18.4,63.3,1.6,0.0,27.899999999999995,55.8,55.8,17.134087499999996,31.057768462496984,1.72,1.9,0.0,0.0,1.59
1997-05-03,0.0,1.59,22.1,27.9,17.8,63.0,0.9,0.0,27.899999999999995,55.8,55.8,14.563974374999995,27.337743732839403,1.62,1.72,0.0,0.0,1.59
1997-05-04,0.0,1.59,21.4,27.7,18.1,60.0,1.1,0.0,27.899999999999995,55.8,55.8,12.379378218749999,24.603969359555464,1.59,1.62,0.0,0.0,1.56
1997-05-05,0.0,1.56,20.1,25.3,15.8,64.8,1.3,0.0,27.899999999999995,45.4,55.8,10.522471485937498,22.14357242359992,1.59,1.59,0.0,0.0,1.56
1997-05-06,0.0,1.56,20.4,24.3,16.0,68.5,1.3,0.0,0.0,36.099999999999994,55.8,8.944100763046873,19.92921518123993,1.56,1.59,0.0,0.0,1.56
1997-05-07,0.0,1.56,19.9,24.1,16.0,65.0,1.5,0.0,0.0,36.099999999999994,55.8,0.0,17.936293663115933,1.56,1.56,0.0,0.0,1.56
1997-05-08,0.0,1.56,20.0,24.1,16.8,64.8,1.5,0.0,0.0,27.9,55.8,0.0,16.14266429680434,1.56,1.56,0.0,0.0,1.53
1997-05-09,0.0,1.53,19.9,24.8,15.2,62.0,1.3,0.0,0.0,27.9,55.8,0.0,14.528397867123909,1.56,1.56,0.0,0.0,1.53
1997-05-10,0.0,1.53,20.2,25.5,15.6,59.5,1.2,0.0,0.0,27.9,55.8,0.0,13.075558080411517,1.53,1.56,0.0,0.0,1.53
1997-05-11,0.0,1.53,19.7,24.1,16.4,63.3,1.3,0.0,0.0,27.9,55.8,0.0,11.768002272370367,1.53,1.53,0.0,0.0,1.53
1997-05-12,0.0,1.53,20.2,25.0,15.0,62.0,1.0,0.0,0.0,27.9,55.8,0.0,10.591202045133329,1.53,1.53,0.0,0.0,1.53
1997-05-13,0.0,1.53,21.0,26.4,17.0,57.5,1.6,0.0,0.0,0.0,55.8,0.0,9.532081840619997,1.53,1.53,0.0,0.0,1.5
1997-05-14,0.0,1.5,19.3,24.1,15.8,75.3,1.6,0.0,0.0,0.0,55.8,0.0,8.578873656557999,1.53,1.53,0.0,0.0,1.53
1997-05-15,0.0,1.53,16.8,19.3,15.2,74.8,2.6,0.0,0.0,0.0,55.8,0.0,7.720986290902197,1.5,1.53,0.0,0.0,1.69
1997-05-16,0.0,1.69,15.0,16.2,14.0,82.3,2.2,0.0,0.0,0.0,55.8,0.0,6.948887661811978,1.53,1.5,0.0,0.0,2.18
1997-05-17,0.0,2.18,17.7,20.9,14.2,70.8,2.7,0.0,0.0,0.0,55.8,0.0,6.25399889563078,1.69,1.53,0.0,0.0,1.65
1997-05-18,0.0,1.65,17.9,20.4,15.4,69.0,2.9,0.0,0.0,0.0,55.8,0.0,5.628599006067703,2.18,1.69,0.0,0.0,1.56
1997-05-19,0.0,1.56,18.5,22.9,15.0,69.8,2.8,0.0,0.0,0.0,55.8,0.0,5.065739105460932,1.65,2.18,0.0,0.0,1.53
1997-05-20,0.0,1.53,19.8,24.1,15.6,69.0,1.3,0.0,0.0,0.0,55.8,0.0,4.559165194914839,1.56,1.65,0.0,0.0,1.53
1997-05-21,0.0,1.53,20.4,26.5,15.4,69.3,1.4,0.0,0.0,0.0,45.4,0.0,4.103248675423355,1.53,1.56,0.0,0.0,1.5
1997-05-22,0.0,1.5,21.2,26.7,16.0,70.3,1.5,0.0,0.0,0.0,36.099999999999994,0.0,3.296142566424996,1.53,1.53,0.0,0.0,1.53
1997-05-23,0.0,1.53,20.9,25.8,16.8,75.5,1.4,0.0,0.0,0.0,36.099999999999994,0.0,2.611714315018937,1.5,1.53,0.0,0.0,1.5
1997-05-24,0.0,1.5,19.6,22.5,17.1,74.0,2.6,0.0,0.0,0.0,27.9,0.0,2.350542883517043,1.53,1.5,0.0,0.0,1.53
1997-05-25,0.0,1.53,18.1,21.0,16.9,87.3,0.8,0.0,0.0,0.0,27.9,0.0,1.802641847094243,1.5,1.53,0.0,0.0,1.5
1997-05-26,0.0,1.5,18.4,24.1,14.0,66.5,1.9,0.0,0.0,0.0,27.9,0.0,1.6223776623848185,1.53,1.5,0.0,0.0,1.5
1997-05-27,0.0,1.5,18.1,23.2,14.2,68.8,1.2,0.0,0.0,0.0,27.9,0.0,1.460139896146337,1.5,1.53,0.0,0.0,1.5
1997-05-28,0.0,1.5,17.3,24.3,13.0,74.5,1.6,0.0,0.0,0.0,27.9,0.0,1.3141259065317032,1.5,1.5,0.0,0.0,1.53
1997-05-29,4.4,1.53,18.1,23.3,14.2,83.5,1.8,4.4,4.399999999999997,4.4,4.4,0.0,1.182713315878533,1.5,1.5,0.0,0.0,1.56
1997-05-30,0.0,1.56,17.3,22.9,13.7,64.5,1.6,4.4,4.399999999999997,4.4,4.4,3.74,3.9600000000000004,1.53,1.5,4.4,0.0,1.5
1997-05-31,0.0,1.5,16.0,21.8,12.6,63.8,1.9,4.4,4.399999999999997,4.4,4.4,3.179,3.5640000000000005,1.56,1.53,0.0,4.4,1.5
1997-06-01,0.0,1.5,15.5,21.2,11.0,58.5,0.9,0.0,4.399999999999997,4.4,4.4,2.70215,3.2076000000000007,1.5,1.56,0.0,0.0,1.47
1997-06-02,0.0,1.47,15.4,21.2,10.0,64.8,1.0,0.0,4.399999999999997,4.4,4.4,2.2968274999999996,2.8868400000000003,1.5,1.5,0.0,0.0,1.47
1997-06-03,0.0,1.47,17.5,22.8,11.2,63.8,1.2,0.0,4.399999999999997,4.4,4.4,1.9523033749999998,2.5981560000000004,1.47,1.5,0.0,0.0,1.47
1997-06-04,0.0,1.47,18.9,24.8,13.2,72.8,1.7,0.0,4.399999999999997,4.4,4.4,1.65945786875,2.3383404000000003,1.47,1.47,0.0,0.0,1.5
1997-06-05,0.0,1.5,19.3,25.9,16.0,81.8,1.8,0.0,0.0,4.4,4.4,1.4105391884374998,2.1045063600000007,1.47,1.47,0.0,0.0,1.69
1997-06-06,0.0,1.69,17.6,20.3,15.0,65.8,2.3,0.0,0.0,4.4,4.4,0.0,1.8940557240000007,1.5,1.47,0.0,0.0,2.4
1997-06-07,5.7,2.4,17.4,20.2,15.9,88.5,1.7,5.7,5.699999999999997,10.100000000000001,10.100000000000001,0.0,1.7046501516000006,1.69,1.5,0.0,0.0,1.94
1997-06-08,0.0,1.94,14.7,20.2,13.1,69.0,0.8,5.7,5.699999999999997,10.100000000000001,10.100000000000001,4.845,6.66418513644,2.4,1.69,5.7,0.0,1.59
1997-06-09,0.0,1.59,14.2,21.2,8.0,62.8,1.1,5.7,5.699999999999997,10.100000000000001,10.100000000000001,4.11825,5.997766622796002,1.94,2.4,0.0,5.7,1.5
1997-06-10,0.0,1.5,15.8,21.5,9.8,62.0,1.3,0.0,5.699999999999997,10.100000000000001,10.100000000000001,3.5005124999999997,5.3979899605164015,1.59,1.94,0.0,0.0,1.47
1997-06-11,0.0,1.47,18.2,25.0,11.6,72.8,1.3,0.0,5.699999999999997,10.100000000000001,10.100000000000001,2.9754356249999994,4.858190964464761,1.5,1.59,0.0,0.0,1.62
