data,chuva_mm,vazao,temp_media,temp_max,temp_min,umidade_media,chuva_3d,chuva_7d,chuva_14d,chuva_30d,chuva_60d,chuva_90d,api_7d,api_30d,chuva_ontem,chuva_anteontem,chuva_3d_atras,chuva_4d_atras,sin_doy,cos_doy,vpd,target
1997-01-05,10.2,33.67,21.1,25.0,19.2,92.3,88.7,109.6,109.6,109.6,109.6,109.6,72.15,80.66,20.4,58.1,20.9,0.0,0.09,1.0,0.19,32.81
1997-01-06,5.2,32.81,21.5,25.4,19.2,92.0,35.8,114.8,114.8,114.8,114.8,114.8,70.0,81.77,10.2,20.4,58.1,20.9,0.1,0.99,0.21,30.41
1997-01-07,0.0,30.41,23.7,29.7,19.6,81.3,15.4,114.8,114.8,114.8,114.8,114.8,63.92,78.27,5.2,10.2,20.4,58.1,0.12,0.99,0.55,26.16
1997-01-08,0.0,26.16,24.5,29.3,20.3,81.3,5.2,114.8,114.8,114.8,114.8,114.8,54.33,70.45,0.0,5.2,10.2,20.4,0.14,0.99,0.57,21.91
1997-01-09,0.0,21.91,23.4,28.7,20.2,86.5,0.0,93.9,114.8,114.8,114.8,114.8,46.18,63.4,0.0,0.0,5.2,10.2,0.15,0.99,0.39,18.45
1997-01-10,0.0,18.45,24.8,30.7,19.2,80.5,0.0,35.8,114.8,114.8,114.8,114.8,39.25,57.06,0.0,0.0,0.0,5.2,0.17,0.99,0.61,15.6
1997-01-11,0.0,15.6,25.2,30.1,20.6,79.0,0.0,15.4,114.8,114.8,114.8,114.8,33.37,51.36,0.0,0.0,0.0,0.0,0.19,0.98,0.67,13.49
1997-01-12,0.0,13.49,24.4,31.5,20.8,79.8,0.0,5.2,114.8,114.8,114.8,114.8,28.36,46.22,0.0,0.0,0.0,0.0,0.2,0.98,0.62,11.71
1997-01-13,4.9,11.71,22.9,28.9,19.4,86.8,4.9,4.9,119.7,119.7,119.7,119.7,24.11,41.6,0.0,0.0,0.0,0.0,0.22,0.98,0.37,10.99
1997-01-14,0.0,10.99,22.3,26.2,19.4,86.0,4.9,4.9,119.7,119.7,119.7,119.7,24.66,41.85,4.9,0.0,0.0,0.0,0.24,0.97,0.38,11.39
1997-01-15,0.0,11.39,25.8,31.7,19.4,80.0,4.9,4.9,119.7,119.7,119.7,119.7,20.96,37.66,0.0,4.9,0.0,0.0,0.26,0.97,0.66,9.64
1997-01-16,0.0,9.64,24.4,28.3,21.2,86.5,0.0,4.9,98.8,119.7,119.7,119.7,17.81,33.9,0.0,0.0,4.9,0.0,0.27,0.96,0.41,8.95
1997-01-17,9.5,8.95,22.8,28.7,19.7,81.3,9.5,14.4,50.2,129.2,129.2,129.2,15.14,30.51,0.0,0.0,0.0,4.9,0.29,0.96,0.52,10.53
1997-01-18,0.0,10.53,22.4,26.4,18.6,87.0,9.5,14.4,29.8,129.2,129.2,129.2,20.95,36.01,9.5,0.0,0.0,0.0,0.3,0.95,0.35,9.67
1997-01-19,10.2,9.67,23.4,28.5,20.7,85.3,19.7,24.6,29.8,139.4,139.4,139.4,17.8,32.41,0.0,9.5,0.0,0.0,0.32,0.95,0.42,10.07
1997-01-20,0.0,10.07,23.3,29.3,20.0,83.8,10.2,19.7,24.6,139.4,139.4,139.4,23.8,38.35,10.2,0.0,9.5,0.0,0.34,0.94,0.46,10.72
1997-01-21,10.2,10.72,23.5,28.1,20.0,82.5,20.4,29.9,34.8,149.6,149.6,149.6,20.23,34.51,0.0,10.2,0.0,9.5,0.35,0.94,0.51,9.5
1997-01-22,0.0,9.5,25.3,30.3,20.1,84.5,10.2,29.9,34.8,149.6,149.6,149.6,25.87,40.24,10.2,0.0,10.2,0.0,0.37,0.93,0.5,8.04
1997-01-23,0.0,8.04,25.0,29.7,20.9,79.0,10.2,29.9,34.8,149.6,149.6,149.6,21.99,36.22,0.0,10.2,0.0,10.2,0.39,0.92,0.67,6.59
1997-01-24,0.0,6.59,24.9,30.4,20.6,76.0,0.0,20.4,34.8,149.6,149.6,149.6,18.69,32.59,0.0,0.0,10.2,0.0,0.4,0.92,0.76,5.52
1997-01-25,0.0,5.52,24.8,29.5,20.4,76.8,0.0,20.4,34.8,149.6,149.6,149.6,15.89,29.33,0.0,0.0,0.0,10.2,0.42,0.91,0.73,5.59
1997-01-26,0.0,5.59,23.5,27.6,21.2,82.3,0.0,10.2,34.8,149.6,149.6,149.6,13.5,26.4,0.0,0.0,0.0,0.0,0.43,0.9,0.51,4.81
1997-01-27,0.0,4.81,23.1,27.9,20.4,80.8,0.0,10.2,29.9,149.6,149.6,149.6,11.48,23.76,0.0,0.0,0.0,0.0,0.45,0.89,0.54,4.53
1997-01-28,0.0,4.53,22.6,26.5,19.9,74.5,0.0,0.0,29.9,149.6,149.6,149.6,9.76,21.39,0.0,0.0,0.0,0.0,0.46,0.89,0.7,3.7
1997-01-29,0.0,3.7,23.7,28.0,20.0,78.0,0.0,0.0,29.9,149.6,149.6,149.6,8.29,19.25,0.0,0.0,0.0,0.0,0.48,0.88,0.64,3.59
1997-01-30,0.0,3.59,24.0,28.5,20.4,78.5,0.0,0.0,29.9,149.6,149.6,149.6,7.05,17.32,0.0,0.0,0.0,0.0,0.49,0.87,0.64,4.64
1997-01-31,0.0,4.64,21.5,26.4,18.6,87.0,0.0,0.0,20.4,149.6,149.6,149.6,5.99,15.59,0.0,0.0,0.0,0.0,0.51,0.86,0.33,4.43
1997-02-01,0.0,4.43,21.8,27.4,18.4,80.5,0.0,0.0,20.4,128.7,149.6,149.6,5.09,14.03,0.0,0.0,0.0,0.0,0.52,0.85,0.51,4.19
1997-02-02,0.0,4.19,21.8,25.8,18.8,88.3,0.0,0.0,10.2,70.6,149.6,149.6,4.33,12.63,0.0,0.0,0.0,0.0,0.54,0.84,0.31,4.62
1997-02-03,0.0,4.62,24.3,29.1,19.2,80.0,0.0,0.0,10.2,50.2,149.6,149.6,3.68,11.36,0.0,0.0,0.0,0.0,0.55,0.83,0.61,3.84
1997-02-04,0.0,3.84,23.8,28.3,20.2,78.0,0.0,0.0,0.0,40.0,149.6,149.6,3.13,10.23,0.0,0.0,0.0,0.0,0.57,0.82,0.65,3.03
1997-02-05,0.0,3.03,23.2,28.1,19.2,74.0,0.0,0.0,0.0,34.8,149.6,149.6,2.66,9.21,0.0,0.0,0.0,0.0,0.58,0.81,0.74,2.4
1997-02-06,0.0,2.4,23.3,27.4,19.0,79.0,0.0,0.0,0.0,34.8,149.6,149.6,2.26,8.29,0.0,0.0,0.0,0.0,0.59,0.8,0.6,1.97
1997-02-07,0.0,1.97,24.3,28.9,19.6,77.5,0.0,0.0,0.0,34.8,149.6,149.6,1.92,7.46,0.0,0.0,0.0,0.0,0.61,0.79,0.68,1.72
1997-02-08,0.0,1.72,24.0,28.9,19.8,74.5,0.0,0.0,0.0,34.8,149.6,149.6,1.63,6.71,0.0,0.0,0.0,0.0,0.62,0.78,0.76,1.53
1997-02-09,0.0,1.53,23.8,28.2,20.2,75.8,0.0,0.0,0.0,34.8,149.6,149.6,1.39,6.04,0.0,0.0,0.0,0.0,0.64,0.77,0.71,1.44
1997-02-10,0.0,1.44,23.7,28.5,19.0,75.8,0.0,0.0,0.0,34.8,149.6,149.6,1.18,5.44,0.0,0.0,0.0,0.0,0.65,0.76,0.71,1.44
1997-02-11,0.0,1.44,23.2,28.5,19.2,76.3,0.0,0.0,0.0,34.8,149.6,149.6,1.0,4.89,0.0,0.0,0.0,0.0,0.66,0.75,0.67,1.44
1997-02-12,0.0,1.44,22.6,28.5,19.3,76.3,0.0,0.0,0.0,29.9,149.6,149.6,0.85,4.4,0.0,0.0,0.0,0.0,0.67,0.74,0.65,1.44
1997-02-13,0.0,1.44,22.9,27.7,18.8,62.8,0.0,0.0,0.0,29.9,149.6,149.6,0.72,3.96,0.0,0.0,0.0,0.0,0.69,0.73,1.04,1.4
1997-02-14,0.0,1.4,23.9,29.7,19.0,59.5,0.0,0.0,0.0,29.9,149.6,149.6,0.62,3.57,0.0,0.0,0.0,0.0,0.7,0.72,1.2,1.4
1997-02-15,0.0,1.4,24.0,28.9,20.1,61.8,0.0,0.0,0.0,29.9,149.6,149.6,0.52,3.21,0.0,0.0,0.0,0.0,0.71,0.7,1.14,1.4
1997-02-16,0.0,1.4,24.4,30.5,20.0,59.3,0.0,0.0,0.0,20.4,149.6,149.6,0.44,2.89,0.0,0.0,0.0,0.0,0.72,0.69,1.24,1.4
1997-02-17,0.0,1.4,24.7,29.8,20.8,66.3,0.0,0.0,0.0,20.4,149.6,149.6,0.38,2.6,0.0,0.0,0.0,0.0,0.74,0.68,1.05,1.44
1997-02-18,0.0,1.44,25.0,29.7,20.4,60.0,0.0,0.0,0.0,10.2,149.6,149.6,0.32,2.34,0.0,0.0,0.0,0.0,0.75,0.67,1.27,1.4
1997-02-19,0.0,1.4,24.9,29.9,20.8,60.8,0.0,0.0,0.0,10.2,149.6,149.6,0.27,2.11,0.0,0.0,0.0,0.0,0.76,0.65,1.23,1.4
1997-02-20,0.0,1.4,25.4,30.2,20.8,60.5,0.0,0.0,0.0,0.0,149.6,149.6,0.23,1.9,0.0,0.0,0.0,0.0,0.77,0.64,1.28,1.38
1997-02-21,0.0,1.38,25.5,31.5,21.0,55.0,0.0,0.0,0.0,0.0,149.6,149.6,0.2,1.71,0.0,0.0,0.0,0.0,0.78,0.63,1.47,1.38
1997-02-22,0.0,1.38,25.4,31.1,21.4,57.8,0.0,0.0,0.0,0.0,149.6,149.6,0.17,1.54,0.0,0.0,0.0,0.0,0.79,0.61,1.37,1.38
1997-02-23,0.0,1.38,25.5,31.6,21.9,68.0,0.0,0.0,0.0,0.0,149.6,149.6,0.14,1.38,0.0,0.0,0.0,0.0,0.8,0.6,1.04,1.65
1997-02-24,0.0,1.65,23.1,30.2,20.0,78.3,0.0,0.0,0.0,0.0,149.6,149.6,0.12,1.24,0.0,0.0,0.0,0.0,0.81,0.58,0.61,3.19
1997-02-25,0.0,3.19,24.1,28.1,19.8,68.3,0.0,0.0,0.0,0.0,149.6,149.6,0.1,1.12,0.0,0.0,0.0,0.0,0.82,0.57,0.95,5.12
1997-02-26,0.0,5.12,24.0,28.5,20.2,73.8,0.0,0.0,0.0,0.0,149.6,149.6,0.09,1.01,0.0,0.0,0.0,0.0,0.83,0.56,0.78,7.18
1997-02-27,0.0,7.18,21.3,24.1,19.6,92.0,0.0,0.0,0.0,0.0,149.6,149.6,0.07,0.91,0.0,0.0,0.0,0.0,0.84,0.54,0.2,8.18
1997-02-28,12.3,8.18,20.6,22.2,19.0,94.3,12.3,12.3,12.3,12.3,161.9,161.9,0.06,0.82,0.0,0.0,0.0,0.0,0.85,0.53,0.14,9.0
1997-03-01,0.0,9.0,21.8,26.1,19.8,83.3,12.3,12.3,12.3,12.3,161.9,161.9,10.51,11.8,12.3,0.0,0.0,0.0,0.86,0.51,0.44,12.46
1997-03-02,9.5,12.46,20.0,23.1,18.6,91.8,21.8,21.8,21.8,21.8,171.4,171.4,8.93,10.62,0.0,12.3,0.0,0.0,0.87,0.5,0.19,18.59
1997-03-03,14.9,18.59,21.7,25.7,18.8,87.3,24.4,36.7,36.7,36.7,165.4,186.3,15.67,18.11,9.5,0.0,12.3,0.0,0.88,0.48,0.33,22.93
1997-03-04,8.7,22.93,22.1,26.1,18.8,80.0,33.1,45.4,45.4,45.4,116.0,195.0,25.98,29.71,14.9,9.5,0.0,12.3,0.88,0.47,0.53,21.54
1997-03-05,0.0,21.54,22.1,24.8,19.8,84.0,23.6,45.4,45.4,45.4,95.6,195.0,29.48,34.57,8.7,14.9,9.5,0.0,0.89,0.45,0.43,20.48
1997-03-06,0.0,20.48,22.9,27.3,20.8,78.5,8.7,45.4,45.4,45.4,85.4,195.0,25.06,31.11,0.0,8.7,14.9,9.5,0.9,0.44,0.6,18.82
1997-03-07,10.5,18.82,23.0,27.3,20.0,74.5,10.5,43.6,55.9,55.9,90.7,205.5,21.3,28.0,0.0,0.0,8.7,14.9,0.91,0.42,0.72,15.9
1997-03-08,0.0,15.9,23.5,28.1,19.2,61.0,10.5,43.6,55.9,55.9,90.7,205.5,27.03,34.65,10.5,0.0,0.0,8.7,0.91,0.41,1.13,13.42
1997-03-09,0.0,13.42,22.8,26.6,19.2,68.3,10.5,34.1,55.9,55.9,90.7,205.5,22.98,31.19,0.0,10.5,0.0,0.0,0.92,0.39,0.88,11.53
1997-03-10,0.0,11.53,22.9,27.7,20.0,58.0,0.0,19.2,55.9,55.9,90.7,205.5,19.53,28.07,0.0,0.0,10.5,0.0,0.93,0.37,1.17,9.52
1997-03-11,0.0,9.52,22.9,26.6,19.0,67.0,0.0,10.5,55.9,55.9,90.7,205.5,16.6,25.26,0.0,0.0,0.0,10.5,0.93,0.36,0.92,7.81
1997-03-12,0.0,7.81,23.6,29.5,19.2,61.5,0.0,10.5,55.9,55.9,90.7,205.5,14.11,22.73,0.0,0.0,0.0,0.0,0.94,0.34,1.12,6.74
1997-03-13,0.0,6.74,22.6,30.0,18.6,72.5,0.0,10.5,55.9,55.9,90.7,205.5,11.99,20.46,0.0,0.0,0.0,0.0,0.95,0.33,0.75,6.28
1997-03-14,0.0,6.28,23.6,28.3,19.2,68.5,0.0,0.0,43.6,55.9,85.8,205.5,10.19,18.41,0.0,0.0,0.0,0.0,0.95,0.31,0.92,7.18
1997-03-15,0.0,7.18,22.3,27.6,20.1,81.5,0.0,0.0,43.6,55.9,85.8,205.5,8.67,16.57,0.0,0.0,0.0,0.0,0.96,0.29,0.5,8.1
1997-03-16,11.8,8.1,22.5,27.7,19.6,85.8,11.8,11.8,45.9,67.7,97.6,217.3,7.37,14.92,0.0,0.0,0.0,0.0,0.96,0.28,0.39,10.04
1997-03-17,6.9,10.04,22.1,25.9,19.0,75.8,18.7,18.7,37.9,74.6,104.5,224.2,16.29,24.04,11.8,0.0,0.0,0.0,0.97,0.26,0.64,9.19
1997-03-18,0.0,9.19,21.4,24.9,18.0,72.3,18.7,18.7,29.2,74.6,95.0,224.2,19.71,27.85,6.9,11.8,0.0,0.0,0.97,0.24,0.71,7.81
1997-03-19,0.0,7.81,21.9,25.7,18.6,69.8,6.9,18.7,29.2,74.6,95.0,224.2,16.76,25.07,0.0,6.9,11.8,0.0,0.97,0.23,0.79,6.53
1997-03-20,0.0,6.53,22.0,26.5,18.8,73.3,0.0,18.7,29.2,74.6,84.8,224.2,14.24,22.56,0.0,0.0,6.9,11.8,0.98,0.21,0.71,6.41
1997-03-21,0.0,6.41,22.3,27.7,18.0,69.3,0.0,18.7,18.7,74.6,84.8,224.2,12.11,20.3,0.0,0.0,0.0,6.9,0.98,0.19,0.83,5.97
1997-03-22,0.0,5.97,21.6,26.9,17.2,68.3,0.0,18.7,18.7,74.6,74.6,224.2,10.29,18.27,0.0,0.0,0.0,0.0,0.98,0.18,0.82,4.85
1997-03-23,0.0,4.85,23.1,27.9,18.3,62.5,0.0,6.9,18.7,74.6,74.6,224.2,8.75,16.45,0.0,0.0,0.0,0.0,0.99,0.16,1.06,3.79
1997-03-24,0.0,3.79,24.5,30.1,19.2,59.8,0.0,0.0,18.7,74.6,74.6,224.2,7.43,14.8,0.0,0.0,0.0,0.0,0.99,0.14,1.24,3.29
1997-03-25,0.0,3.29,22.8,27.1,19.8,70.8,0.0,0.0,18.7,74.6,74.6,224.2,6.32,13.32,0.0,0.0,0.0,0.0,0.99,0.13,0.81,4.5
1997-03-26,0.0,4.5,21.9,27.0,18.0,61.8,0.0,0.0,18.7,74.6,74.6,224.2,5.37,11.99,0.0,0.0,0.0,0.0,0.99,0.11,1.0,3.62
1997-03-27,0.0,3.62,20.7,24.5,17.2,70.8,0.0,0.0,18.7,74.6,74.6,224.2,4.57,10.79,0.0,0.0,0.0,0.0,1.0,0.09,0.71,2.81
1997-03-28,0.0,2.81,20.0,23.6,17.0,72.8,0.0,0.0,18.7,74.6,74.6,224.2,3.88,9.71,0.0,0.0,0.0,0.0,1.0,0.07,0.64,3.03
1997-03-29,0.0,3.03,17.6,19.8,16.5,90.3,0.0,0.0,18.7,74.6,74.6,224.2,3.3,8.74,0.0,0.0,0.0,0.0,1.0,0.06,0.2,6.24
1997-03-30,0.0,6.24,18.7,20.7,15.9,84.5,0.0,0.0,6.9,62.3,74.6,224.2,2.8,7.87,0.0,0.0,0.0,0.0,1.0,0.04,0.33,7.28
1997-03-31,0.0,7.28,19.9,22.3,17.2,84.3,0.0,0.0,0.0,62.3,74.6,224.2,2.38,7.08,0.0,0.0,0.0,0.0,1.0,0.02,0.36,7.0
1997-04-01,0.0,7.0,22.4,26.5,18.4,77.8,0.0,0.0,0.0,52.8,74.6,224.2,2.03,6.37,0.0,0.0,0.0,0.0,1.0,0.01,0.6,7.09
1997-04-02,16.1,7.09,21.2,24.8,18.0,91.5,16.1,16.1,16.1,54.0,90.7,219.4,1.72,5.73,0.0,0.0,0.0,0.0,1.0,-0.01,0.21,6.59
1997-04-03,0.0,6.59,23.0,29.2,18.0,69.0,16.1,16.1,16.1,45.3,90.7,161.3,15.15,19.65,16.1,0.0,0.0,0.0,1.0,-0.03,0.87,6.19
1997-04-04,0.0,6.19,23.7,30.1,18.0,68.0,16.1,16.1,16.1,45.3,90.7,140.9,12.88,17.69,0.0,16.1,0.0,0.0,1.0,-0.05,0.94,5.87
1997-04-05,0.0,5.87,24.9,31.3,18.9,62.0,0.0,16.1,16.1,45.3,90.7,130.7,10.94,15.92,0.0,0.0,16.1,0.0,1.0,-0.06,1.2,4.75
1997-04-06,0.0,4.75,23.0,27.5,20.4,73.5,0.0,16.1,16.1,34.8,90.7,125.5,9.3,14.33,0.0,0.0,0.0,16.1,1.0,-0.08,0.74,3.97
1997-04-07,0.0,3.97,20.2,24.2,18.2,74.8,0.0,16.1,16.1,34.8,90.7,125.5,7.91,12.89,0.0,0.0,0.0,0.0,1.0,-0.1,0.6,3.22
1997-04-08,0.0,3.22,19.7,23.8,15.8,69.3,0.0,16.1,16.1,34.8,90.7,125.5,6.72,11.6,0.0,0.0,0.0,0.0,0.99,-0.11,0.7,2.44
1997-04-09,0.0,2.44,19.7,24.3,15.2,59.8,0.0,0.0,16.1,34.8,90.7,125.5,5.71,10.44,0.0,0.0,0.0,0.0,0.99,-0.13,0.92,1.94
1997-04-10,0.0,1.94,19.7,24.0,15.0,57.3,0.0,0.0,16.1,34.8,90.7,125.5,4.86,9.4,0.0,0.0,0.0,0.0,0.99,-0.15,0.98,1.69
1997-04-11,0.0,1.69,19.7,23.2,15.4,65.0,0.0,0.0,16.1,34.8,90.7,125.5,4.13,8.46,0.0,0.0,0.0,0.0,0.99,-0.17,0.8,1.62
1997-04-12,0.0,1.62,20.6,25.3,14.8,59.5,0.0,0.0,16.1,34.8,90.7,125.5,3.51,7.61,0.0,0.0,0.0,0.0,0.98,-0.18,0.98,1.59
1997-04-13,0.0,1.59,21.6,28.2,16.2,56.5,0.0,0.0,16.1,34.8,90.7,120.6,2.98,6.85,0.0,0.0,0.0,0.0,0.98,-0.2,1.12,1.59
1997-04-14,0.0,1.59,22.8,28.5,17.2,60.8,0.0,0.0,16.1,34.8,90.7,120.6,2.54,6.17,0.0,0.0,0.0,0.0,0.98,-0.22,1.09,1.59
1997-04-15,0.0,1.59,22.5,27.3,19.0,63.5,0.0,0.0,16.1,23.0,90.7,120.6,2.15,5.55,0.0,0.0,0.0,0.0,0.97,-0.23,0.99,1.56
1997-04-16,0.0,1.56,21.7,26.1,18.8,67.8,0.0,0.0,0.0,16.1,90.7,120.6,1.83,4.99,0.0,0.0,0.0,0.0,0.97,-0.25,0.84,1.56
1997-04-17,0.0,1.56,21.3,25.9,18.2,65.0,0.0,0.0,0.0,16.1,90.7,111.1,1.56,4.5,0.0,0.0,0.0,0.0,0.96,-0.27,0.89,1.56
1997-04-18,0.0,1.56,21.7,26.1,17.8,57.3,0.0,0.0,0.0,16.1,90.7,111.1,1.32,4.05,0.0,0.0,0.0,0.0,0.96,-0.28,1.11,1.56
1997-04-19,0.0,1.56,21.4,25.7,18.8,75.8,0.0,0.0,0.0,16.1,90.7,100.9,1.12,3.64,0.0,0.0,0.0,0.0,0.95,-0.3,0.62,1.56
1997-04-20,0.0,1.56,22.3,27.8,18.2,71.0,0.0,0.0,0.0,16.1,90.7,100.9,0.96,3.28,0.0,0.0,0.0,0.0,0.95,-0.32,0.78,1.69
1997-04-21,10.4,1.69,20.1,23.1,18.0,88.5,10.4,10.4,10.4,26.5,101.1,101.1,0.81,2.95,0.0,0.0,0.0,0.0,0.94,-0.33,0.27,2.06
1997-04-22,9.3,2.06,21.5,27.5,16.2,69.8,19.7,19.7,19.7,35.8,110.4,110.4,9.53,12.01,10.4,0.0,0.0,0.0,0.94,-0.35,0.77,3.16
1997-04-23,0.0,3.16,19.6,26.5,16.7,77.3,19.7,19.7,19.7,35.8,110.4,110.4,16.01,19.18,9.3,10.4,0.0,0.0,0.93,-0.36,0.52,3.69
1997-04-24,8.2,3.69,21.2,27.2,15.8,69.5,17.5,27.9,27.9,44.0,118.6,118.6,13.61,17.26,0.0,9.3,10.4,0.0,0.92,-0.38,0.77,2.97
1997-04-25,0.0,2.97,21.9,27.5,16.8,64.0,8.2,27.9,27.9,44.0,118.6,118.6,18.53,22.92,8.2,0.0,9.3,10.4,0.92,-0.4,0.95,2.18
1997-04-26,0.0,2.18,22.1,28.1,16.6,64.3,8.2,27.9,27.9,44.0,118.6,118.6,15.75,20.63,0.0,8.2,0.0,9.3,0.91,-0.41,0.95,1.97
1997-04-27,0.0,1.97,22.3,28.6,18.6,74.3,0.0,27.9,27.9,44.0,118.6,118.6,13.39,18.56,0.0,0.0,8.2,0.0,0.9,-0.43,0.69,2.53
1997-04-28,0.0,2.53,20.9,25.3,17.0,77.8,0.0,17.5,27.9,44.0,118.6,118.6,11.38,16.71,0.0,0.0,0.0,8.2,0.9,-0.44,0.55,2.25
1997-04-29,27.9,2.25,21.9,27.3,17.6,71.0,27.9,36.1,55.8,71.9,134.2,146.5,9.68,15.04,0.0,0.0,0.0,0.0,0.89,-0.46,0.76,1.9
1997-04-30,0.0,1.9,22.8,28.1,18.0,61.8,27.9,36.1,55.8,71.9,134.2,146.5,31.94,38.64,27.9,0.0,0.0,0.0,0.88,-0.47,1.06,1.72
1997-05-01,0.0,1.72,21.8,26.0,18.6,66.3,27.9,27.9,55.8,71.9,124.7,146.5,27.15,34.78,0.0,27.9,0.0,0.0,0.87,-0.49,0.88,1.62
1997-05-02,0.0,1.62,22.4,27.6,18.4,63.3,0.0,27.9,55.8,55.8,109.8,146.5,23.08,31.3,0.0,0.0,27.9,0.0,0.86,-0.5,0.99,1.59
1997-05-03,0.0,1.59,22.1,27.9,17.8,63.0,0.0,27.9,55.8,55.8,101.1,146.5,19.61,28.17,0.0,0.0,0.0,27.9,0.86,-0.52,0.98,1.59
1997-05-04,0.0,1.59,21.4,27.7,18.1,60.0,0.0,27.9,55.8,55.8,101.1,146.5,16.67,25.35,0.0,0.0,0.0,0.0,0.85,-0.53,1.02,1.56
1997-05-05,0.0,1.56,20.1,25.3,15.8,64.8,0.0,27.9,45.4,55.8,101.1,146.5,14.17,22.82,0.0,0.0,0.0,0.0,0.84,-0.55,0.83,1.56
1997-05-06,0.0,1.56,20.4,24.3,16.0,68.5,0.0,0.0,36.1,55.8,90.6,146.5,12.05,20.54,0.0,0.0,0.0,0.0,0.83,-0.56,0.75,1.56
1997-05-07,0.0,1.56,19.9,24.1,16.0,65.0,0.0,0.0,36.1,55.8,90.6,146.5,10.24,18.48,0.0,0.0,0.0,0.0,0.82,-0.58,0.81,1.56
1997-05-08,0.0,1.56,20.0,24.1,16.8,64.8,0.0,0.0,27.9,55.8,90.6,146.5,8.7,16.63,0.0,0.0,0.0,0.0,0.81,-0.59,0.82,1.53
1997-05-09,0.0,1.53,19.9,24.8,15.2,62.0,0.0,0.0,27.9,55.8,90.6,146.5,7.4,14.97,0.0,0.0,0.0,0.0,0.8,-0.6,0.88,1.53
1997-05-10,0.0,1.53,20.2,25.5,15.6,59.5,0.0,0.0,27.9,55.8,90.6,146.5,6.29,13.47,0.0,0.0,0.0,0.0,0.79,-0.62,0.96,1.53
1997-05-11,0.0,1.53,19.7,24.1,16.4,63.3,0.0,0.0,27.9,55.8,90.6,146.5,5.34,12.13,0.0,0.0,0.0,0.0,0.78,-0.63,0.84,1.53
1997-05-12,0.0,1.53,20.2,25.0,15.0,62.0,0.0,0.0,27.9,55.8,90.6,146.5,4.54,10.91,0.0,0.0,0.0,0.0,0.76,-0.64,0.9,1.53
1997-05-13,0.0,1.53,21.0,26.4,17.0,57.5,0.0,0.0,0.0,55.8,90.6,146.5,3.86,9.82,0.0,0.0,0.0,0.0,0.75,-0.66,1.06,1.5
1997-05-14,0.0,1.5,19.3,24.1,15.8,75.3,0.0,0.0,0.0,55.8,90.6,146.5,3.28,8.84,0.0,0.0,0.0,0.0,0.74,-0.67,0.55,1.53
1997-05-15,0.0,1.53,16.8,19.3,15.2,74.8,0.0,0.0,0.0,55.8,78.8,146.5,2.79,7.96,0.0,0.0,0.0,0.0,0.73,-0.68,0.48,1.69
1997-05-16,0.0,1.69,15.0,16.2,14.0,82.3,0.0,0.0,0.0,55.8,71.9,146.5,2.37,7.16,0.0,0.0,0.0,0.0,0.72,-0.7,0.3,2.18
1997-05-17,0.0,2.18,17.7,20.9,14.2,70.8,0.0,0.0,0.0,55.8,71.9,146.5,2.02,6.44,0.0,0.0,0.0,0.0,0.71,-0.71,0.59,1.65
1997-05-18,0.0,1.65,17.9,20.4,15.4,69.0,0.0,0.0,0.0,55.8,71.9,146.5,1.71,5.8,0.0,0.0,0.0,0.0,0.69,-0.72,0.64,1.56
1997-05-19,0.0,1.56,18.5,22.9,15.0,69.8,0.0,0.0,0.0,55.8,71.9,146.5,1.46,5.22,0.0,0.0,0.0,0.0,0.68,-0.73,0.64,1.53
1997-05-20,0.0,1.53,19.8,24.1,15.6,69.0,0.0,0.0,0.0,55.8,71.9,146.5,1.24,4.7,0.0,0.0,0.0,0.0,0.67,-0.74,0.72,1.53
1997-05-21,0.0,1.53,20.4,26.5,15.4,69.3,0.0,0.0,0.0,45.4,71.9,146.5,1.05,4.23,0.0,0.0,0.0,0.0,0.66,-0.75,0.74,1.5
1997-05-22,0.0,1.5,21.2,26.7,16.0,70.3,0.0,0.0,0.0,36.1,71.9,146.5,0.89,3.81,0.0,0.0,0.0,0.0,0.64,-0.77,0.75,1.53
1997-05-23,0.0,1.53,20.9,25.8,16.8,75.5,0.0,0.0,0.0,36.1,71.9,146.5,0.76,3.42,0.0,0.0,0.0,0.0,0.63,-0.78,0.61,1.5
1997-05-24,0.0,1.5,19.6,22.5,17.1,74.0,0.0,0.0,0.0,27.9,71.9,146.5,0.65,3.08,0.0,0.0,0.0,0.0,0.62,-0.79,0.59,1.53
1997-05-25,0.0,1.53,18.1,21.0,16.9,87.3,0.0,0.0,0.0,27.9,71.9,146.5,0.55,2.77,0.0,0.0,0.0,0.0,0.6,-0.8,0.26,1.5
1997-05-26,0.0,1.5,18.4,24.1,14.0,66.5,0.0,0.0,0.0,27.9,71.9,146.5,0.47,2.5,0.0,0.0,0.0,0.0,0.59,-0.81,0.71,1.5
1997-05-27,0.0,1.5,18.1,23.2,14.2,68.8,0.0,0.0,0.0,27.9,71.9,146.5,0.4,2.25,0.0,0.0,0.0,0.0,0.58,-0.82,0.65,1.5
1997-05-28,0.0,1.5,17.3,24.3,13.0,74.5,0.0,0.0,0.0,27.9,71.9,146.5,0.34,2.02,0.0,0.0,0.0,0.0,0.56,-0.83,0.5,1.53
1997-05-29,4.4,1.53,18.1,23.3,14.2,83.5,4.4,4.4,4.4,4.4,76.3,138.6,0.29,1.82,0.0,0.0,0.0,0.0,0.55,-0.84,0.34,1.56
