data,chuva_mm,vazao,temp_media,temp_max,temp_min,umidade_media,chuva_3d,chuva_7d,chuva_14d,chuva_30d,chuva_60d,chuva_90d,api_7d,api_30d,chuva_ontem,chuva_anteontem,chuva_3d_atras,chuva_4d_atras,sin_doy,cos_doy,vpd,target
2008-11-23,0.0,1.06,20.9,24.8,17.3,65.0,0.0,23.3,106.5,207.6,307.0,370.3,33.73,59.96,0.0,0.0,0.0,0.1,-0.6,0.8,0.87,1.08
2008-11-24,0.0,1.08,21.6,26.8,18.1,62.5,0.0,23.3,106.5,207.6,307.0,370.3,28.67,53.97,0.0,0.0,0.0,0.0,-0.58,0.81,0.97,1.15
2008-11-25,0.0,1.15,22.6,28.5,18.3,58.3,0.0,0.1,85.2,207.6,306.8,370.3,24.37,48.57,0.0,0.0,0.0,0.0,-0.57,0.82,1.14,1.06
2008-11-26,0.0,1.06,22.1,26.3,18.9,61.8,0.0,0.0,85.1,207.6,276.5,370.3,20.71,43.71,0.0,0.0,0.0,0.0,-0.56,0.83,1.02,1.53
2008-11-27,0.0,1.53,21.3,23.9,19.7,80.3,0.0,0.0,85.1,207.6,272.7,370.3,17.61,39.34,0.0,0.0,0.0,0.0,-0.54,0.84,0.5,2.66
2008-11-28,9.3,2.66,22.3,27.4,17.5,67.5,9.3,9.3,68.2,216.9,282.0,371.8,14.97,35.41,0.0,0.0,0.0,0.0,-0.53,0.85,0.88,3.24
2008-11-29,0.2,3.24,21.5,27.4,18.8,75.8,9.5,9.5,33.3,217.1,282.2,372.0,20.63,40.24,9.3,0.0,0.0,0.0,-0.51,0.86,0.62,3.27
2008-11-30,7.1,3.27,22.9,28.6,18.6,65.3,16.6,16.6,39.9,224.2,289.3,379.1,17.7,36.39,0.2,9.3,0.0,0.0,-0.5,0.87,0.97,2.87
2008-12-01,0.0,2.87,24.6,30.8,19.1,53.5,7.3,16.6,39.9,169.9,289.3,379.1,21.08,39.14,7.1,0.2,9.3,0.0,-0.48,0.88,1.44,2.17
2008-12-02,0.0,2.17,26.2,32.2,21.1,55.0,7.1,16.6,16.7,169.8,289.3,379.1,17.92,35.23,0.0,7.1,0.2,9.3,-0.47,0.88,1.53,1.82
2008-12-03,3.6,1.82,23.2,27.0,20.5,71.0,3.6,20.2,20.2,173.4,292.9,382.7,15.23,31.71,0.0,0.0,7.1,0.2,-0.45,0.89,0.82,1.92
2008-12-04,0.0,1.92,23.3,30.0,18.3,56.0,3.6,20.2,20.2,149.4,292.9,382.7,16.01,31.78,3.6,0.0,0.0,7.1,-0.44,0.9,1.26,1.5
2008-12-05,0.0,1.5,22.4,28.0,19.1,63.3,3.6,10.9,20.2,149.1,292.9,382.7,13.61,28.6,0.0,3.6,0.0,0.0,-0.42,0.91,0.99,1.19
2008-12-06,0.0,1.19,21.4,24.8,18.8,69.0,0.0,10.7,20.2,149.1,292.9,382.7,11.56,25.74,0.0,0.0,3.6,0.0,-0.41,0.91,0.79,0.99
2008-12-07,0.0,0.99,21.9,26.9,19.3,65.5,0.0,3.6,20.2,127.0,292.9,382.7,9.83,23.16,0.0,0.0,0.0,3.6,-0.39,0.92,0.91,0.87
2008-12-08,0.0,0.87,22.6,28.8,18.9,66.5,0.0,3.6,20.2,126.7,292.9,382.7,8.36,20.85,0.0,0.0,0.0,0.0,-0.37,0.93,0.92,0.8
2008-12-09,5.8,0.8,24.0,31.2,18.9,57.0,5.8,9.4,26.0,132.5,298.7,388.5,7.1,18.76,0.0,0.0,0.0,0.0,-0.36,0.93,1.28,0.75
2008-12-10,0.0,0.75,25.3,31.4,19.5,47.0,5.8,5.8,26.0,132.5,298.7,388.5,10.97,22.11,5.8,0.0,0.0,0.0,-0.34,0.94,1.71,0.72
2008-12-11,0.0,0.72,24.8,28.6,22.4,63.8,5.8,5.8,26.0,111.2,298.7,388.5,9.32,19.9,0.0,5.8,0.0,0.0,-0.33,0.95,1.13,0.92
2008-12-12,0.0,0.92,23.2,30.2,20.1,73.8,0.0,5.8,16.7,111.1,298.7,388.5,7.92,17.91,0.0,0.0,5.8,0.0,-0.31,0.95,0.74,1.47
2008-12-13,19.5,1.47,22.3,26.4,19.5,78.0,19.5,25.3,36.0,130.6,318.2,408.0,6.74,16.12,0.0,0.0,0.0,5.8,-0.29,0.96,0.59,1.95
2008-12-14,9.5,1.95,21.3,23.4,18.9,82.3,29.0,34.8,38.4,113.9,327.7,417.5,22.3,32.05,19.5,0.0,0.0,0.0,-0.28,0.96,0.45,2.87
2008-12-15,38.2,2.87,20.5,22.9,18.9,92.8,67.2,73.0,76.6,117.0,365.9,431.9,27.03,37.4,9.5,19.5,0.0,0.0,-0.26,0.97,0.17,6.43
2008-12-16,88.1,6.43,19.6,21.4,18.5,95.3,135.8,155.3,164.7,204.6,454.0,517.1,55.45,68.04,38.2,9.5,19.5,0.0,-0.24,0.97,0.11,11.27
2008-12-17,70.2,11.27,19.8,23.7,18.5,92.5,196.5,225.5,231.3,274.8,509.5,580.4,122.01,140.53,88.1,38.2,9.5,19.5,-0.23,0.97,0.17,13.76
2008-12-18,38.5,13.76,20.2,24.6,18.1,90.5,196.8,264.0,269.8,290.1,537.7,618.9,163.38,189.65,70.2,88.1,38.2,9.5,-0.21,0.98,0.22,13.62
2008-12-19,11.6,13.62,22.2,27.8,18.7,79.3,120.3,275.6,281.4,301.6,509.5,630.5,171.6,205.34,38.5,70.2,88.1,38.2,-0.19,0.98,0.55,11.5
2008-12-20,0.1,11.5,22.6,26.4,18.5,58.3,50.2,256.2,281.5,301.7,509.3,627.8,155.72,195.24,11.6,38.5,70.2,88.1,-0.18,0.98,1.14,9.5
2008-12-21,0.0,9.5,21.8,25.3,19.4,67.3,11.7,246.7,281.5,301.7,509.3,608.7,132.45,175.81,0.1,11.6,38.5,70.2,-0.16,0.99,0.85,8.44
2008-12-22,0.0,8.44,21.7,25.7,19.7,76.5,0.1,208.5,281.5,301.7,509.3,608.7,112.58,158.23,0.0,0.1,11.6,38.5,-0.14,0.99,0.61,7.53
2008-12-23,12.8,7.53,21.8,27.6,18.9,77.5,12.8,133.2,288.5,314.5,522.1,621.5,95.69,142.41,0.0,0.0,0.1,11.6,-0.12,0.99,0.59,7.43
2008-12-24,58.6,7.43,22.1,28.6,18.9,79.8,71.4,121.6,347.1,373.1,580.7,680.1,92.22,139.69,12.8,0.0,0.0,0.1,-0.11,0.99,0.54,7.41
2008-12-25,14.7,7.41,20.7,24.6,19.3,87.3,86.1,97.8,361.8,387.8,595.4,694.6,128.2,178.46,58.6,12.8,0.0,0.0,-0.09,1.0,0.31,7.04
2008-12-26,17.2,7.04,21.7,25.0,19.1,84.0,90.5,103.4,379.0,405.0,612.6,681.5,121.46,173.84,14.7,58.6,12.8,0.0,-0.07,1.0,0.42,8.16
2008-12-27,45.6,8.16,20.2,22.4,18.9,93.0,77.5,148.9,405.1,450.6,658.2,723.3,117.86,171.94,17.2,14.7,58.6,12.8,-0.06,1.0,0.17,10.12
2008-12-28,48.4,10.12,20.8,24.8,18.7,91.3,111.2,197.3,444.0,489.7,706.6,771.7,138.94,195.78,45.6,17.2,14.7,58.6,-0.04,1.0,0.21,10.75
2008-12-29,34.6,10.75,21.8,26.5,19.4,91.0,128.6,231.9,440.4,524.1,741.2,806.3,159.24,219.76,48.4,45.6,17.2,14.7,-0.02,1.0,0.24,9.91
2008-12-30,15.8,9.91,24.3,30.2,19.8,74.3,98.8,234.9,368.1,532.8,757.0,822.1,164.77,228.93,34.6,48.4,45.6,17.2,-0.0,1.0,0.78,8.4
2008-12-31,3.9,8.4,22.6,29.3,19.7,77.5,54.3,180.2,301.8,536.7,706.6,826.0,153.48,220.26,15.8,34.6,48.4,45.6,0.01,1.0,0.62,7.24
2009-01-01,23.8,7.24,23.6,29.4,19.1,72.3,43.5,189.3,287.1,560.5,730.3,849.8,133.77,201.74,3.9,15.8,34.6,48.4,0.02,1.0,0.81,7.79
2009-01-02,18.3,7.79,24.4,30.6,20.3,64.5,46.0,190.4,293.8,575.2,748.6,868.1,133.94,202.99,23.8,3.9,15.8,34.6,0.03,1.0,1.08,7.77
2009-01-03,25.2,7.77,22.7,29.3,19.9,80.8,67.3,170.0,318.9,600.4,749.8,893.3,129.4,199.16,18.3,23.8,3.9,15.8,0.05,1.0,0.53,9.99
2009-01-04,16.3,9.99,23.3,29.4,19.5,75.5,59.8,137.9,335.2,616.7,765.8,909.6,131.41,201.92,25.2,18.3,23.8,3.9,0.07,1.0,0.7,13.55
2009-01-05,44.9,13.55,20.2,24.4,17.7,87.8,86.4,148.2,380.1,661.6,810.7,954.5,125.55,196.4,16.3,25.2,18.3,23.8,0.09,1.0,0.29,18.91
2009-01-06,28.1,18.91,22.1,28.8,18.3,74.3,89.3,160.5,395.4,689.7,816.7,982.6,144.89,217.17,44.9,16.3,25.2,18.3,0.1,0.99,0.68,19.61
2009-01-07,3.2,19.61,23.0,28.8,18.5,67.3,76.2,159.8,340.0,692.9,819.6,985.8,147.04,220.74,28.1,44.9,16.3,25.2,0.12,0.99,0.92,17.54
2009-01-08,5.6,17.54,24.3,29.8,20.1,64.5,36.9,141.6,330.9,692.7,825.2,991.4,127.7,201.55,3.2,28.1,44.9,16.3,0.14,0.99,1.08,15.44
2009-01-09,0.3,15.44,24.6,30.0,21.4,64.3,9.1,123.6,314.0,693.0,825.5,991.7,113.31,186.43,5.6,3.2,28.1,44.9,0.15,0.99,1.1,13.79
2009-01-10,0.0,13.79,23.6,27.8,21.1,57.3,5.9,98.4,268.4,693.0,804.2,991.7,96.57,168.06,0.3,5.6,3.2,28.1,0.17,0.99,1.24,11.39
2009-01-11,0.0,11.39,23.3,29.3,19.5,58.0,0.3,82.1,220.0,693.0,804.1,991.7,82.08,151.25,0.0,0.3,5.6,3.2,0.19,0.98,1.2,9.3
2009-01-12,0.0,9.3,24.9,30.4,20.1,58.5,0.0,37.2,185.4,673.5,804.1,991.7,69.77,136.13,0.0,0.0,0.3,5.6,0.2,0.98,1.31,7.79
2009-01-13,0.0,7.79,25.8,31.1,21.4,52.0,0.0,9.1,169.6,664.0,777.9,991.7,59.3,122.52,0.0,0.0,0.0,0.3,0.22,0.98,1.59,6.31
2009-01-14,0.0,6.31,24.3,30.6,21.1,66.3,0.0,5.9,165.7,625.8,742.8,991.7,50.41,110.26,0.0,0.0,0.0,0.0,0.24,0.97,1.02,5.03
2009-01-15,0.0,5.03,25.2,30.3,21.5,60.5,0.0,0.3,141.9,537.7,742.3,991.7,42.85,99.24,0.0,0.0,0.0,0.0,0.26,0.97,1.27,4.09
2009-01-16,0.0,4.09,22.6,28.4,20.1,76.3,0.0,0.0,123.6,467.5,742.3,977.0,36.42,89.31,0.0,0.0,0.0,0.0,0.27,0.96,0.65,3.53
2009-01-17,3.8,3.53,23.8,27.8,19.1,68.5,3.8,3.8,102.2,432.8,722.9,970.5,30.96,80.38,0.0,0.0,0.0,0.0,0.29,0.96,0.93,4.28
2009-01-18,27.5,4.28,22.6,30.0,19.8,79.8,31.3,31.3,113.4,448.7,750.3,958.2,29.54,75.76,3.8,0.0,0.0,0.0,0.3,0.95,0.55,4.53
2009-01-19,11.1,4.53,23.5,29.2,20.0,75.8,42.4,42.4,79.6,459.7,761.4,969.0,48.49,92.94,27.5,3.8,0.0,0.0,0.32,0.95,0.7,7.04
2009-01-20,14.8,7.04,23.3,27.4,21.1,80.8,53.4,57.2,66.3,474.5,776.2,983.8,50.65,93.63,11.1,27.5,3.8,0.0,0.34,0.94,0.55,9.62
2009-01-21,10.5,9.62,21.9,23.9,20.5,86.8,36.4,67.7,73.6,485.0,786.7,994.3,55.63,97.59,14.8,11.1,27.5,3.8,0.35,0.94,0.35,11.56
2009-01-22,16.8,11.56,22.4,28.6,19.1,80.3,42.1,84.5,84.8,489.0,803.5,1011.1,56.21,97.28,10.5,14.8,11.1,27.5,0.37,0.93,0.53,12.87
2009-01-23,19.6,12.87,21.1,24.8,18.5,76.8,46.9,104.1,104.1,450.0,823.1,1030.7,62.06,102.67,16.8,10.5,14.8,11.1,0.39,0.92,0.58,16.74
2009-01-24,0.1,16.74,22.3,26.0,19.4,70.8,36.5,100.4,104.2,435.4,823.2,1030.8,69.41,110.05,19.6,16.8,10.5,14.8,0.4,0.92,0.79,14.17
2009-01-25,0.0,14.17,22.8,26.0,20.3,69.0,19.7,72.9,104.2,418.2,823.2,1030.8,59.08,99.13,0.1,19.6,16.8,10.5,0.42,0.91,0.86,12.96
2009-01-26,5.3,12.96,22.4,25.8,19.5,73.5,5.4,67.1,109.5,377.9,828.5,1036.1,50.22,89.22,0.0,0.1,19.6,16.8,0.43,0.9,0.72,13.83
2009-01-27,7.8,13.83,21.8,26.0,19.9,86.3,13.1,60.1,117.3,337.3,827.0,1043.9,47.19,85.07,5.3,0.0,0.1,19.6,0.45,0.89,0.36,14.6
2009-01-28,5.7,14.6,23.8,29.1,20.2,76.5,18.8,55.3,123.0,308.4,832.5,1049.6,46.74,83.58,7.8,5.3,0.0,0.1,0.46,0.89,0.69,14.42
2009-01-29,0.0,14.42,25.1,30.8,20.3,62.0,13.5,38.5,123.0,292.6,825.4,1049.6,44.58,80.35,5.7,7.8,5.3,0.0,0.48,0.88,1.21,11.97
2009-01-30,0.3,11.97,26.8,32.6,21.1,57.5,6.0,19.2,123.3,289.0,825.7,995.6,37.89,72.32,0.0,5.7,7.8,5.3,0.49,0.87,1.5,9.79
2009-01-31,0.8,9.79,25.6,30.8,21.6,63.0,1.1,19.9,120.3,266.0,826.5,996.3,32.46,65.36,0.3,0.0,5.7,7.8,0.51,0.86,1.21,8.29
2009-02-01,0.0,8.29,25.6,31.0,21.9,64.5,1.1,19.9,92.8,247.7,822.9,996.3,28.27,59.54,0.8,0.3,0.0,5.7,0.52,0.85,1.17,7.99
2009-02-02,0.0,7.99,22.9,29.1,18.8,73.5,0.8,14.6,81.7,222.5,822.9,972.3,24.03,53.59,0.0,0.8,0.3,0.0,0.54,0.84,0.74,7.91
2009-02-03,0.0,7.91,23.9,29.4,18.7,60.3,0.0,6.8,66.9,206.2,822.9,972.0,20.43,48.23,0.0,0.0,0.8,0.3,0.55,0.83,1.18,6.41
2009-02-04,1.3,6.41,25.8,31.3,21.3,56.3,1.3,2.4,57.7,162.6,824.2,973.3,17.36,43.4,0.0,0.0,0.0,0.8,0.57,0.82,1.45,5.22
2009-02-05,0.0,5.22,25.0,31.2,21.1,65.5,1.3,2.4,40.9,134.5,824.2,951.2,15.86,40.23,1.3,0.0,0.0,0.0,0.58,0.81,1.09,4.22
2009-02-06,0.0,4.22,24.4,29.5,21.4,74.5,1.3,2.1,21.3,131.3,824.2,950.9,13.48,36.21,0.0,1.3,0.0,0.0,0.59,0.8,0.78,4.06
2009-02-07,12.8,4.06,23.9,29.8,19.5,83.3,12.8,14.1,34.0,138.5,831.2,963.7,11.46,32.59,0.0,0.0,1.3,0.0,0.61,0.79,0.5,5.5
2009-02-08,0.6,5.5,23.2,28.0,19.5,83.5,13.4,14.7,34.6,138.8,831.8,964.3,20.62,40.85,12.8,0.0,0.0,1.3,0.62,0.78,0.47,6.0
2009-02-09,5.3,6.0,24.6,30.4,20.3,68.8,18.7,20.0,34.6,144.1,837.1,948.3,18.04,37.31,0.6,12.8,0.0,0.0,0.64,0.77,0.97,6.78
2009-02-10,0.1,6.78,23.6,26.7,21.1,78.5,6.0,20.1,26.9,144.2,837.2,948.3,19.84,38.34,5.3,0.6,12.8,0.0,0.65,0.76,0.63,6.94
2009-02-11,0.0,6.94,24.1,30.3,21.6,80.3,5.4,18.8,21.2,144.2,817.7,948.3,16.95,34.6,0.1,5.3,0.6,12.8,0.66,0.75,0.59,5.97
2009-02-12,23.6,5.97,24.9,29.0,21.4,69.8,23.7,42.4,44.8,167.8,831.8,945.7,14.41,31.14,0.0,0.1,5.3,0.6,0.67,0.74,0.95,5.84
2009-02-13,19.8,5.84,21.4,26.2,19.3,81.8,43.4,62.2,64.3,187.6,813.4,930.4,32.3,49.27,23.6,0.0,0.1,5.3,0.69,0.73,0.46,8.82
2009-02-14,31.1,8.82,20.7,22.8,18.5,83.0,74.5,80.5,94.6,218.7,756.4,961.0,44.29,62.16,19.8,23.6,0.0,0.1,0.7,0.72,0.42,11.25
2009-02-15,2.8,11.25,22.8,26.8,19.9,65.3,53.7,82.7,97.4,221.5,689.0,963.8,64.08,83.93,31.1,19.8,23.6,0.0,0.71,0.7,0.96,9.3
2009-02-16,0.0,9.3,23.4,28.6,19.5,56.0,33.9,77.4,97.4,217.7,650.5,940.6,56.85,78.06,2.8,31.1,19.8,23.6,0.72,0.69,1.27,7.53
2009-02-17,0.0,7.53,24.1,28.8,19.9,53.8,2.8,77.3,97.4,190.2,638.9,940.5,48.32,70.25,0.0,2.8,31.1,19.8,0.74,0.68,1.39,6.13
2009-02-18,0.0,6.13,24.0,28.6,20.6,57.5,0.0,77.3,96.1,179.1,638.8,940.5,41.07,63.23,0.0,0.0,2.8,31.1,0.75,0.67,1.27,4.97
2009-02-19,0.0,4.97,24.2,30.0,20.1,56.5,0.0,53.7,96.1,164.3,638.8,940.5,34.91,56.91,0.0,0.0,0.0,2.8,0.76,0.65,1.31,3.91
2009-02-20,0.0,3.91,24.1,29.4,20.2,61.3,0.0,33.9,96.1,153.8,638.8,940.5,29.68,51.22,0.0,0.0,0.0,0.0,0.77,0.64,1.16,3.06
2009-02-21,0.5,3.06,25.2,30.2,20.1,58.5,0.5,3.3,83.8,137.5,626.5,941.0,25.22,46.09,0.0,0.0,0.0,0.0,0.78,0.63,1.33,2.47
2009-02-22,0.0,2.47,21.9,30.2,18.9,76.5,0.5,0.5,83.2,117.9,567.9,941.0,21.87,41.93,0.5,0.0,0.0,0.0,0.79,0.61,0.62,2.87
2009-02-23,10.8,2.87,23.6,29.0,18.5,70.8,11.3,11.3,88.7,128.6,564.0,951.8,18.59,37.74,0.0,0.5,0.0,0.0,0.8,0.6,0.85,2.6
2009-02-24,3.6,2.6,24.6,29.2,20.5,72.5,14.4,14.9,92.2,132.2,550.4,955.4,24.98,43.69,10.8,0.0,0.5,0.0,0.81,0.58,0.85,2.81
2009-02-25,0.0,2.81,24.2,30.0,18.9,65.3,14.4,14.9,92.2,126.9,504.8,955.4,24.29,42.56,3.6,10.8,0.0,0.5,0.82,0.57,1.05,3.79
2009-02-26,0.0,3.79,24.9,29.8,21.8,62.0,3.6,14.9,68.6,119.1,456.4,946.1,20.65,38.3,0.0,3.6,10.8,0.0,0.83,0.56,1.2,3.06
2009-02-27,0.0,3.06,25.2,30.5,21.3,58.8,0.0,14.9,48.8,113.4,421.8,945.9,17.55,34.47,0.0,0.0,3.6,10.8,0.84,0.54,1.32,2.28
2009-02-28,0.0,2.28,25.1,30.4,20.1,55.3,0.0,14.4,17.7,113.4,406.0,938.8,14.92,31.02,0.0,0.0,0.0,3.6,0.85,0.53,1.42,1.78
2009-03-01,0.0,1.78,25.4,30.4,21.3,52.5,0.0,14.4,14.9,113.1,402.1,938.8,12.68,27.92,0.0,0.0,0.0,0.0,0.86,0.51,1.54,1.47
2009-03-02,0.0,1.47,26.5,32.4,21.1,44.0,0.0,3.6,14.9,112.3,378.3,938.8,10.78,25.13,0.0,0.0,0.0,0.0,0.87,0.5,1.94,1.28
2009-03-03,0.0,1.28,26.8,33.1,21.4,48.3,0.0,0.0,14.9,112.3,360.0,935.2,9.16,22.62,0.0,0.0,0.0,0.0,0.88,0.48,1.82,1.25
2009-03-04,0.0,1.25,26.2,31.9,23.0,60.0,0.0,0.0,14.9,112.3,334.8,935.2,7.79,20.36,0.0,0.0,0.0,0.0,0.88,0.47,1.36,1.25
2009-03-05,21.8,1.25,26.6,33.4,20.9,58.0,21.8,21.8,36.7,134.1,340.3,957.0,6.62,18.32,0.0,0.0,0.0,0.0,0.89,0.45,1.46,1.4
2009-03-06,0.0,1.4,26.0,32.8,22.4,66.5,21.8,21.8,36.7,132.8,295.4,957.0,24.16,36.11,21.8,0.0,0.0,0.0,0.9,0.44,1.13,2.4
2009-03-07,0.0,2.4,23.5,28.2,21.9,75.8,21.8,21.8,36.2,132.8,267.3,957.0,20.53,32.5,0.0,21.8,0.0,0.0,0.91,0.42,0.7,3.72
2009-03-08,0.0,3.72,24.0,29.4,20.0,66.8,0.0,21.8,36.2,132.8,264.1,957.0,17.45,29.25,0.0,0.0,21.8,0.0,0.91,0.41,0.99,4.22
2009-03-09,0.0,4.22,25.2,29.9,22.2,62.3,0.0,21.8,25.4,120.0,258.5,951.2,14.83,26.32,0.0,0.0,0.0,21.8,0.92,0.39,1.21,3.35
2009-03-10,0.0,3.35,25.3,30.4,22.0,58.3,0.0,21.8,21.8,119.4,258.2,951.2,12.61,23.69,0.0,0.0,0.0,0.0,0.93,0.37,1.34,2.5
2009-03-11,0.0,2.5,25.3,30.6,22.2,57.8,0.0,21.8,21.8,114.1,258.2,951.2,10.72,21.32,0.0,0.0,0.0,0.0,0.93,0.36,1.36,1.88
2009-03-12,0.0,1.88,25.3,31.5,20.9,56.5,0.0,0.0,21.8,114.0,258.2,951.2,9.11,19.19,0.0,0.0,0.0,0.0,0.94,0.34,1.4,1.47
2009-03-13,0.0,1.47,25.7,31.9,21.4,57.0,0.0,0.0,21.8,114.0,258.2,931.7,7.74,17.27,0.0,0.0,0.0,0.0,0.95,0.33,1.42,1.38
2009-03-14,0.0,1.38,26.2,31.4,22.2,57.0,0.0,0.0,21.8,90.4,258.2,922.2,6.58,15.54,0.0,0.0,0.0,0.0,0.95,0.31,1.46,1.34
2009-03-15,0.0,1.34,25.4,30.8,21.4,64.3,0.0,0.0,21.8,70.6,258.2,884.0,5.59,13.99,0.0,0.0,0.0,0.0,0.96,0.29,1.16,1.5
2009-03-16,5.8,1.5,23.2,29.2,21.1,77.0,5.8,5.8,27.6,45.3,264.0,801.7,4.76,12.59,0.0,0.0,0.0,0.0,0.96,0.28,0.65,1.97
2009-03-17,0.0,1.97,22.4,26.7,19.3,77.5,5.8,5.8,27.6,42.5,264.0,731.5,8.97,16.55,5.8,0.0,0.0,0.0,0.97,0.26,0.61,1.75
2009-03-18,56.8,1.75,24.2,29.7,19.3,63.0,62.6,62.6,84.4,99.3,317.0,749.8,7.63,14.9,0.0,5.8,0.0,0.0,0.97,0.24,1.12,1.59
2009-03-19,0.0,1.59,23.2,27.8,20.3,60.8,56.8,62.6,62.6,99.3,289.5,738.2,54.76,64.53,56.8,0.0,5.8,0.0,0.97,0.23,1.11,1.38
2009-03-20,0.0,1.38,23.4,28.1,18.7,57.0,56.8,62.6,62.6,99.3,278.4,738.1,46.55,58.07,0.0,56.8,0.0,5.8,0.98,0.21,1.24,1.53
2009-03-21,0.0,1.53,23.4,29.2,19.3,69.8,0.0,62.6,62.6,99.3,263.6,738.1,39.57,52.27,0.0,0.0,56.8,0.0,0.98,0.19,0.87,2.69
2009-03-22,1.2,2.69,23.0,29.2,20.3,69.0,1.2,63.8,63.8,100.5,254.3,739.3,33.63,47.04,0.0,0.0,0.0,56.8,0.98,0.18,0.87,4.78
2009-03-23,10.3,4.78,22.8,27.6,20.3,78.0,11.5,68.3,74.1,110.3,247.8,736.8,29.61,43.42,1.2,0.0,0.0,0.0,0.99,0.16,0.61,6.78
2009-03-24,1.5,6.78,21.9,25.2,20.2,87.8,13.0,69.8,75.6,111.8,229.7,679.7,33.92,48.34,10.3,1.2,0.0,0.0,0.99,0.14,0.32,9.99
2009-03-25,1.8,9.99,22.2,26.8,19.5,82.5,13.6,14.8,77.4,102.8,231.4,666.8,30.11,44.86,1.5,10.3,1.2,0.0,0.99,0.13,0.47,11.76
2009-03-26,2.6,11.76,22.6,27.0,18.9,68.8,5.9,17.4,80.0,101.8,234.0,652.2,27.12,41.99,1.8,1.5,10.3,1.2,0.99,0.11,0.86,11.19
2009-03-27,0.5,11.19,22.2,25.6,20.3,83.8,4.9,17.9,80.5,102.3,229.2,607.1,25.26,40.13,2.6,1.8,1.5,10.3,1.0,0.09,0.43,10.94
2009-03-28,8.3,10.94,21.4,24.3,19.9,92.5,11.4,26.2,88.8,110.6,229.7,567.0,21.9,36.57,0.5,2.6,1.8,1.5,1.0,0.07,0.19,11.91
2009-03-29,64.3,11.91,22.7,27.8,20.0,80.8,73.1,89.3,153.1,174.9,288.3,596.7,25.67,40.38,8.3,0.5,2.6,1.8,1.0,0.06,0.53,12.27
2009-03-30,41.8,12.27,22.0,27.8,20.2,86.0,114.4,120.8,189.1,216.7,330.1,622.7,76.47,94.22,64.3,8.3,0.5,2.6,1.0,0.04,0.37,13.66
2009-03-31,35.6,13.66,22.8,27.1,19.7,88.3,141.7,154.9,224.7,252.3,365.4,654.4,100.53,122.41,41.8,64.3,8.3,0.5,1.0,0.02,0.32,14.21
2009-04-01,0.8,14.21,23.7,30.1,20.2,77.8,78.2,153.9,168.7,253.1,365.4,631.4,115.71,142.21,35.6,41.8,64.3,8.3,1.0,0.01,0.65,13.96
2009-04-02,32.8,13.96,22.4,26.0,20.3,71.3,69.2,184.1,201.5,285.9,398.2,645.9,99.04,128.71,0.8,35.6,41.8,64.3,1.0,-0.01,0.78,13.32
2009-04-03,1.9,13.32,22.4,25.8,19.5,66.3,35.5,185.5,203.4,287.8,400.1,622.6,112.06,145.36,32.8,0.8,35.6,41.8,1.0,-0.03,0.91,11.11
2009-04-04,0.0,11.11,22.9,26.4,19.1,66.0,34.7,177.2,203.4,266.0,400.1,606.3,96.87,132.53,1.9,32.8,0.8,35.6,1.0,-0.05,0.95,9.19
2009-04-05,0.0,9.19,23.9,29.4,20.4,68.5,1.9,112.9,202.2,266.0,398.8,561.4,82.34,119.28,0.0,1.9,32.8,0.8,1.0,-0.06,0.93,7.91
2009-04-06,0.0,7.91,24.0,29.5,20.9,72.0,0.0,71.1,191.9,266.0,398.8,533.3,69.99,107.35,0.0,0.0,1.9,32.8,1.0,-0.08,0.84,7.38
2009-04-07,2.8,7.38,23.4,27.4,19.5,72.3,2.8,38.3,193.2,268.8,401.6,532.9,59.49,96.62,0.0,0.0,0.0,1.9,1.0,-0.1,0.8,8.73
2009-04-08,12.3,8.73,23.4,29.4,20.3,74.0,15.1,49.8,203.7,281.1,401.1,539.6,52.94,89.48,2.8,0.0,0.0,0.0,0.99,-0.11,0.75,8.98
2009-04-09,0.1,8.98,22.7,28.1,19.3,67.0,15.2,17.1,201.2,281.2,400.6,539.4,55.46,91.6,12.3,2.8,0.0,0.0,0.99,-0.13,0.91,7.53
2009-04-10,0.0,7.53,23.7,28.8,19.1,68.5,12.4,15.2,200.7,281.2,395.3,539.4,47.22,82.53,0.1,12.3,2.8,0.0,0.99,-0.15,0.92,6.13
2009-04-11,0.0,6.13,22.8,25.6,20.3,70.0,0.1,15.2,192.4,281.2,395.2,539.4,40.14,74.28,0.0,0.1,12.3,2.8,0.99,-0.17,0.83,5.19
2009-04-12,0.0,5.19,21.9,24.1,20.3,76.5,0.0,15.2,128.1,281.2,395.2,539.4,34.12,66.85,0.0,0.0,0.1,12.3,0.98,-0.18,0.62,4.41
2009-04-13,0.0,4.41,21.8,24.1,19.7,72.8,0.0,15.2,86.3,281.2,371.6,539.4,29.0,60.16,0.0,0.0,0.0,0.1,0.98,-0.2,0.71,4.06
2009-04-14,1.3,4.06,22.8,28.4,19.7,68.3,1.3,13.7,52.0,282.5,353.1,540.7,24.65,54.15,0.0,0.0,0.0,0.0,0.98,-0.22,0.88,5.1
2009-04-15,0.0,5.1,21.9,25.2,20.1,73.3,1.3,1.4,51.2,276.7,322.0,540.7,22.06,49.9,1.3,0.0,0.0,0.0,0.97,-0.23,0.7,7.04
2009-04-16,0.0,7.04,20.5,25.2,17.5,68.8,1.3,1.3,18.4,276.7,319.2,540.7,18.75,44.91,0.0,1.3,0.0,0.0,0.97,-0.25,0.75,5.84
